Timestamp,ARDR,BTC,IOTA,LSK,TOTAL
1511318432,0.309205,8137.99,0.900754,9.74753,241338856916.0
1511318553,0.309205,8137.99,0.900754,9.74753,241361688972.0
1511318673,0.29991,8135.78,0.901199,9.733,241361688972.0
1511318794,0.29991,8135.78,0.901199,9.733,241297025424.0
1511318915,0.29991,8135.78,0.901199,9.733,241297025424.0
1511319036,0.294115,8141.98,0.90055,9.74708,241360079246.0
1511319157,0.294115,8141.98,0.90055,9.74708,241360079246.0
1511319278,0.290307,8178.73,0.898692,9.73292,241399277716.0
1511319399,0.290307,8178.73,0.898692,9.73292,241968661261.0
1511319521,0.290307,8178.73,0.898692,9.73292,241968661261.0
1511319641,0.312775,8155.57,0.904085,9.72989,241702036528.0
1511319762,0.312775,8155.57,0.904085,9.72989,241702036528.0
1511319883,0.300281,8171.88,0.906816,9.75621,241702036528.0
1511320004,0.300281,8171.88,0.906816,9.75621,242058765410.0
1511320125,0.300281,8171.88,0.906816,9.75621,242058765410.0
1511320246,0.301583,8167.23,0.903751,9.74799,241964597196.0
1511320366,0.301583,8167.23,0.903751,9.74799,241964597196.0
1511320487,0.301449,8157.46,0.900603,9.70134,241752872798.0
1511320608,0.301449,8157.46,0.900603,9.70134,241741287248.0
1511320729,0.301449,8157.46,0.900603,9.70134,241741287248.0
1511320850,0.306014,8155.42,0.901334,9.70875,241700722037.0
1511320971,0.306014,8155.42,0.901334,9.70875,241700722037.0
1511321092,0.316488,8152.28,0.902758,9.65851,241700722037.0
1511321214,0.316488,8152.28,0.902758,9.65851,241705937293.0
1511321335,0.316488,8152.28,0.902758,9.65851,241705937293.0
1511321455,0.310864,8159.47,0.903331,9.64076,241734711728.0
1511321576,0.310864,8159.47,0.903331,9.64076,241734711728.0
1511321697,0.302442,8156.15,0.905305,9.65782,241779087716.0
1511321818,0.302442,8156.15,0.905305,9.65782,241775948203.0
1511321939,0.302442,8156.15,0.905305,9.65782,241775948203.0
1511322060,0.308475,8153.09,0.909551,9.65988,241808845443.0
1511322181,0.308475,8153.09,0.909551,9.65988,241808845443.0
1511322302,0.310422,8164.22,0.919477,9.65936,242069903454.0
1511322423,0.310422,8164.22,0.919477,9.65936,242069903454.0
1511322544,0.310422,8164.22,0.919477,9.65936,242069903454.0
1511322665,0.31732,8167.9,0.921124,9.66807,242301532418.0
1511322786,0.31732,8167.9,0.921124,9.66807,242301532418.0
1511322907,0.313607,8158.67,0.917949,9.66351,242150103998.0
1511323028,0.313607,8158.67,0.917949,9.66351,242151589696.0
1511323150,0.313607,8158.67,0.917949,9.66351,242151589696.0
1511323271,0.318529,8152.77,0.92282,9.63327,242043118682.0
1511323392,0.318529,8152.77,0.92282,9.63327,242043118682.0
1511323512,0.321621,8155.68,0.923398,9.65847,242196217839.0
1511323633,0.321621,8155.68,0.923398,9.65847,242196217839.0
1511323754,0.321621,8155.68,0.923398,9.68466,242249133540.0
